Timestamp,Car Selection,Tesla,Version,Year,Origin,Wheels,Delivered,Battery,CapacityNetNew,"Form
Factor",Chemistry,Date,Age,Odometer,RatedRange,CapacityNetNow,Cycles,Degradation,DegradationPerMonth,DegradationPerCycle,Daily SOC Limit,DC Ratio,Battery Pack,Part Number,Energy Monitor,CC Check,WarrantyTime,WarrantyMileage,WarrantyDegradation,Result vs fleet data,DegradationPerKm,0.52,0.48,SUM
03.10.2023 11:48:54,Long Range 2020 / AWD / WLTP 560km / E3D,Model 3,Long Range,2020,USA,"18""",26.08.2020,Panasonic 3,"78,5 kWh",2170,NCA,15.08.2021,12 Months,19126 km,483 km,"73,7 kWh",63,"6,2%",,,,,,,,,0.12,0.1,0.21,"-4,0% compared to average",,"1,27%","0,92%","2,19%"
03.10.2023 12:03:51,Long Range 2022 / AWD / WLTP 602km / E5LD,Model 3,Long Range,2022,China,"18""",30.09.2022,LG Chem 5L,"79,5 kWh",2170,NMC,20.12.2022,3 Months,1206 km,574 km,"78,6 kWh",4,"1,1%",,,0.8,0.5,Original,,,,0.03,0.01,0.04,"-0,7% compared to average",,"0,35%","0,06%","0,41%"
03.10.2023 12:05:06,Long Range 2023 / AWD / WLTP 602km / E5LD,Model 3,Long Range,2023,China,"18""",30.09.2022,LG Chem 5L,"79,5 kWh",2170,NMC,13.04.2023,6 Months,7606 km,572 km,"78,4 kWh",23,"1,4%",,,,,,,,,0.07,0.04,0.05,"-0,2% compared to average",,"0,84%","0,39%","1,23%"
03.10.2023 13:10:39,Long Range 2022 / AWD / WLTP 604km / E5LD,Model 3,Long Range,2022,China,"18""",08.03.2022,LG Chem 5L,"79,5 kWh",2170,NMC,03.10.2023,19 Months,42880 km,548 km,"75,1 kWh",134,"5,6%",,"0,04%",,,,,,,0.2,0.22,0.19,"-0,9% compared to average","0,0001%","2,47%","2,20%","4,67%"
03.10.2023 13:17:11,Standard Range 2021 / RWD / WLTP 448km / E6CR,Model 3,Standard Range,2021,China,"18""",16.06.2021,CATL 6C,"55,2 kWh",Prismatic,LFP,03.10.2023,28 Months,59500 km,402 km,"51,5 kWh",256,"6,8%","0,25%","0,03%",1,0.25,Original,,,,0.29,0.37,0.23,"0,2% compared to average","0,0001%","3,50%","3,51%","7,00%"
03.10.2023 13:20:36,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",20.06.2021,Panasonic 3L,"82,0 kWh",2170,NCA,03.10.2023,27 Months,60500 km,492 km,"78,0 kWh",208,"4,9%","0,18%","0,02%",,,,,,,0.29,0.32,0.16,"3,8% compared to average","0,0001%","4,35%","4,39%","8,75%"
03.10.2023 13:31:55,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",04.08.2023,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,30.09.2023,2 Months,3275 km,418 km,"59,6 kWh",12,"0,0%",,,,,,,,,0.02,0.02,0,,,#N/A,"0,22%",
03.10.2023 18:03:59,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",31.03.2023,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,01.10.2023,6 Months,14100 km,415 km,"59,1 kWh",53,"4,2%",,,1,0.5,Original,,,,0.06,0.09,0.14,,,#N/A,"0,96%",
04.10.2023 06:10:09,Long Range 2022 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2022,China,"19""",28.01.2022,LG Chem 5L,"79,5 kWh",2170,NMC,01.10.2023,20 Months,20601 km,510 km,"75,7 kWh",69,"4,7%",,,,,,,,,0.21,0.11,0.16,"-1,0% compared to average",,"2,63%","1,06%","3,69%"
04.10.2023 12:48:39,Long Range 2021 / AWD / WLTP 580km / E5D,Model 3,Long Range,2021,USA,"18""",22.02.2021,LG Chem 5C,"75,9 kWh",2170,NMC,21.09.2023,31 Months,79509 km,513 km,"70,3 kWh",263,"7,4%","0,24%","0,03%",0.9,0.5,Original,Keine Ahnung wo dieses Video hinzeigt. Nix gefunden ,"70,6 kWh","-0,3",0.32,0.41,0.25,"0,6% compared to average","0,0001%","4,01%","4,03%","8,03%"
04.10.2023 13:31:38,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",15.06.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,01.10.2023,4 Months,6410 km,408 km,"58,1 kWh",25,"3,1%",,,1,0.75,Original,,"58,2 kWh","-0,1",0.04,0.04,0.1,,,#N/A,#N/A,
04.10.2023 15:40:50,Long Range 2021 / AWD / WLTP 580km / E5CD,Model 3,Long Range,2021,China,"18""",27.09.2021,LG Chem 5C,"75,9 kWh",2170,NMC,15.08.2023,23 Months,59900 km,511 km,"70,0 kWh",199,"7,8%",,"0,04%",,,,,,,0.24,0.31,0.26,"-1,8% compared to average","0,0001%","2,93%","3,03%","5,96%"
04.10.2023 16:03:11,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",23.02.2023,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,01.10.2023,7 Months,4230 km,416 km,"59,3 kWh",16,"3,9%",,,,,,,,,0.08,0.03,0.13,,,#N/A,"0,29%",
04.10.2023 19:27:14,Long Range 2022 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2022,China,"19""",12.06.2022,LG Chem 5L,"79,5 kWh",2170,NMC,02.10.2023,16 Months,24957 km,499 km,"74,1 kWh",84,"6,8%",,,0.8,0.25,Original,,,,0.16,0.13,0.23,"-3,5% compared to average",,"2,06%","1,28%","3,34%"
04.10.2023 20:23:42,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"19""",30.03.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,04.10.2023,18 Months,24258 km,415 km,"57,3 kWh",91,"7,2%",,,,,,,,,0.19,0.15,0.24,"-3,0% compared to average",,"2,63%","1,59%","4,22%"
04.10.2023 21:46:37,Long Range 2023 / RWD / WLTP 638km / E5LR,Model 3,Long Range,2023,China,"18""",04.08.2023,LG Chem 5L,"79,5 kWh",2170,NMC,04.10.2023,2 Months,3154 km,552 km,"78,9 kWh",9,"0,7%",,,0.8,0.25,Original,,,,0.02,0.02,0.02,"-0,3% compared to average",,"0,27%","0,16%","0,43%"
04.10.2023 23:58:58,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",15.11.2022,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,03.10.2023,11 Months,40000 km,414 km,"59,0 kWh",151,"4,4%",,"0,03%",0.8,0,Original,,,,0.11,0.25,0.15,,"0,0001%",#N/A,"2,71%",
05.10.2023 08:26:22,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",26.11.2022,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,04.10.2023,10 Months,24000 km,409 km,"58,3 kWh",91,"5,5%",,,,,,,,,0.11,0.15,0.18,,,#N/A,"1,63%",
05.10.2023 08:59:15,Performance 2023 / AWD / WLTP 514km / Y5LD,Model Y,Performance,2023,Germany,"21""",25.06.2023,LG Chem 5L,"79,5 kWh",2170,NMC,05.10.2023,3 Months,9617 km,474 km,"78,2 kWh",35,"1,6%",,,0.9,0.5,Original,,,,0.04,0.05,0.05,"-0,7% compared to average",,"0,44%","0,49%","0,94%"
05.10.2023 12:02:47,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",25.09.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,03.10.2023,0 Months,1706 km,418 km,"59,6 kWh",7,"0,0%",,,0.6,0.25,Original,,,,0,0.01,0,,,#N/A,#N/A,
05.10.2023 17:36:48,Long Range 2023 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2023,China,"19""",16.03.2023,LG Chem 5L,"79,5 kWh",2170,NMC,27.04.2023,1 Months,10000 km,528 km,"78,4 kWh",33,"1,4%",,,,,,,,,0.01,0.05,0.05,"-0,7% compared to average",,"0,19%","0,51%","0,70%"
06.10.2023 16:59:52,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",23.08.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,06.10.2023,1 Months,3831 km,410 km,"58,4 kWh",15,"2,6%",,,1,0.5,Original,,,,0.02,0.02,0.09,,,#N/A,#N/A,
06.10.2023 17:03:48,Performance 2022 / AWD / WLTP 514km / Y5LD,Model Y,Performance,2022,Germany,"21""",08.09.2022,LG Chem 5L,"79,5 kWh",2170,NMC,06.10.2023,13 Months,13255 km,469 km,"77,4 kWh",49,"2,7%",,,,,,,,,0.13,0.07,0.09,"-0,3% compared to average",,"1,70%","0,68%","2,38%"
07.10.2023 02:20:29,Performance 2022 / AWD / WLTP 547km / E5LD,Model 3,Performance,2022,China,"20""",22.08.2022,LG Chem 5L,"79,5 kWh",2170,NMC,07.10.2023,14 Months,18500 km,480 km,"76,1 kWh",65,"4,3%",,,0.9,0.5,Original,,"76,1 kWh","0,0",0.14,0.1,0.14,"-1,6% compared to average",,"1,77%","0,95%","2,72%"
08.10.2023 08:16:34,Long Range 2022 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2022,China,"19""",24.09.2022,LG Chem 5L,"79,5 kWh",2170,NMC,08.10.2023,12 Months,25116 km,513 km,"76,2 kWh",84,"4,2%",,,0.8,0.5,Original,,"76,4 kWh","-0,2",0.13,0.13,0.14,"-1,3% compared to average",,"1,64%","1,29%","2,92%"
08.10.2023 15:59:24,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",24.12.2022,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,07.10.2023,9 Months,14767 km,416 km,"59,3 kWh",56,"3,9%",,,,,,,,,0.1,0.09,0.13,,,#N/A,"1,00%",
08.10.2023 18:41:35,Standard Range 2021 / RWD / WLTP 448km / E1LR,Model 3,Standard Range,2021,USA,"18""",05.03.2021,Panasonic 1L,"55,4 kWh",2170,NCA,01.05.2023,26 Months,38643 km,382 km,"48,9 kWh",170,"11,7%","0,45%","0,07%",,,,,,,0.27,0.24,0.39,"-4,4% compared to average","0,0003%","4,05%","3,32%","7,36%"
09.10.2023 08:24:30,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",02.02.2023,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,09.10.2023,8 Months,23962 km,415 km,"59,1 kWh",90,"4,2%",,,,,,,,,0.09,0.15,0.14,,,#N/A,"1,63%",
09.10.2023 12:11:16,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"18""",15.11.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,08.10.2023,11 Months,16100 km,427 km,"58,9 kWh",60,"4,5%",,,0.7,0,Original,,,,0.11,0.1,0.15,"-1,9% compared to average",,"1,56%","1,05%","2,61%"
09.10.2023 20:42:11,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"18""",25.02.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,09.10.2023,19 Months,34936 km,420 km,"58,0 kWh",130,"6,1%",,"0,05%",1,0.25,Original,,,,0.2,0.22,0.2,"-1,0% compared to average","0,0002%","2,81%","2,28%","5,10%"
09.10.2023 23:30:03,Long Range 2021 / AWD / WLTP 580km / E3D,Model 3,Long Range,2021,USA,"19""",18.02.2021,Panasonic 3C,"75,9 kWh",2170,NCA,03.10.2023,31 Months,34465 km,513 km,"70,3 kWh",114,"7,4%","0,24%","0,06%",0.8,0.5,Original,,"69,7 kWh","0,6",0.33,0.18,0.25,"-0,6% compared to average","0,0002%","4,57%","2,21%","6,78%"
10.10.2023 01:15:15,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",25.08.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,09.10.2023,2 Months,2336 km,412 km,"58,7 kWh",9,"2,2%",,,1,0.5,Original,,,,0.02,0.01,0.07,,,#N/A,#N/A,
10.10.2023 06:41:31,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",04.05.2023,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,09.10.2023,5 Months,21543 km,418 km,"59,6 kWh",81,"0,0%",,,,,,,,,0.05,0.13,0,,,#N/A,"1,46%",
10.10.2023 06:55:31,Standard Range 2020 / RWD / WLTP 440km / E6R,Model 3,Standard Range,2020,China,"18""",18.12.2020,CATL 6C,"55,2 kWh",Prismatic,LFP,09.10.2023,34 Months,51909 km,382 km,"50,8 kWh",225,"8,0%","0,24%","0,04%",1,0.5,Original,,,,0.35,0.32,0.27,"-0,6% compared to average","0,0002%","4,27%","3,06%","7,33%"
10.10.2023 07:26:21,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",11.11.2022,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,10.10.2023,11 Months,11797 km,412 km,"58,7 kWh",45,"4,8%",,,1,0,Original,,"58,9 kWh","-0,2",0.11,0.07,0.16,,,#N/A,"0,80%",
10.10.2023 09:01:03,Long Range 2020 / AWD / WLTP 560km / E3D,Model 3,Long Range,2020,USA,"18""",20.12.2019,Panasonic 3,"78,5 kWh",2170,NCA,10.10.2023,46 Months,69577 km,477 km,"72,7 kWh",231,"7,3%","0,16%","0,03%",0.7,0,Original,,,,0.48,0.36,0.24,"1,0% compared to average","0,0001%","4,99%","3,34%","8,33%"
10.10.2023 09:05:39,Long Range 2020 / AWD / WLTP 560km / E3D,Model 3,Long Range,2020,USA,"18""",20.12.2019,Panasonic 3,"78,5 kWh",2170,NCA,02.02.2021,14 Months,23300 km,482 km,"73,5 kWh",77,"6,4%",,,0.7,0,Original,,,,0.14,0.12,0.21,"-3,8% compared to average",,"1,47%","1,12%","2,59%"
10.10.2023 09:48:01,Standard Range 2020 / RWD / WLTP 440km / E6R,Model 3,Standard Range,2020,China,"18""",12.12.2020,CATL 6C,"55,2 kWh",Prismatic,LFP,08.10.2023,34 Months,93000 km,380 km,"50,5 kWh",403,"8,4%","0,25%","0,02%",,,,,,,0.35,0.58,0.28,"1,3% compared to average","0,0001%","4,29%","5,48%","9,77%"
10.10.2023 10:50:35,Standard Range 2023 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2023,China,"18""",28.06.2023,CATL 6L,"61,7 kWh",Prismatic,LFP,08.10.2023,3 Months,7938 km,426 km,"58,8 kWh",29,"4,7%",,,,,,,,,0.04,0.05,0.16,"-3,7% compared to average",,"0,49%","0,52%","1,01%"
10.10.2023 10:50:49,Standard Range 2020 / RWD / WLTP 409km / E1R,Model 3,Standard Range,2020,USA,"18""",25.09.2020,Panasonic 1C,"52,6 kWh",2170,NCA,21.08.2023,35 Months,86540 km,355 km,"48,3 kWh",376,"8,2%","0,24%","0,02%",,,,,,,0.36,0.54,0.27,"0,8% compared to average","0,0001%","4,06%","4,97%","9,03%"
10.10.2023 11:02:51,Standard Range 2020 / RWD / WLTP 409km / E1R,Model 3,Standard Range,2020,USA,"19""",09.08.2020,Panasonic 1C,"52,6 kWh",2170,NCA,01.08.2023,36 Months,107000 km,349 km,"47,5 kWh",469,"9,8%","0,27%","0,02%",,,,,,,0.37,0.67,0.33,"0,5% compared to average","0,0001%","4,16%","6,15%","10,31%"
10.10.2023 11:38:50,Performance 2022 / AWD / WLTP 547km / E5LD,Model 3,Performance,2022,China,"20""",20.09.2022,LG Chem 5L,"79,5 kWh",2170,NMC,10.10.2023,13 Months,43000 km,468 km,"74,2 kWh",154,"6,7%",,"0,04%",,,,,,,0.13,0.22,0.22,"-2,8% compared to average","0,0002%","1,66%","2,21%","3,87%"
10.10.2023 12:29:40,Long Range 2021 / AWD / WLTP 580km / E5CD,Model 3,Long Range,2021,USA,"18""",09.03.2021,LG Chem 5C,"75,9 kWh",2170,NMC,09.10.2023,31 Months,101000 km,490 km,"67,1 kWh",342,"11,6%","0,37%","0,03%",0.9,0.25,Original,LG 75kwh,,,0.32,0.53,0.39,"-2,4% compared to average","0,0001%","4,02%","5,11%","9,13%"
10.10.2023 12:34:30,Standard Range 2021 / RWD / WLTP 448km / E6CR,Model 3,Standard Range,2021,China,"18""",08.06.2021,CATL 6C,"55,2 kWh",Prismatic,LFP,01.09.2023,27 Months,85000 km,402 km,"51,5 kWh",366,"6,8%","0,25%","0,02%",1,0.5,Original,,,,0.28,0.53,0.23,"1,6% compared to average","0,0001%","3,40%","5,01%","8,41%"
10.10.2023 18:30:10,Long Range 2021 / AWD / WLTP 580km / E5CD,Model 3,Long Range,2021,China,"18""",27.09.2021,LG Chem 5C,"75,9 kWh",2170,NMC,10.10.2023,24 Months,52431 km,514 km,"70,4 kWh",173,"7,2%","0,30%","0,04%",0.8,0.25,Original,,,,0.25,0.27,0.24,"-1,4% compared to average","0,0001%","3,17%","2,65%","5,82%"
10.10.2023 18:32:34,Long Range 2019 / RWD / WLTP 600km / E3R,Model 3,Long Range,2019,USA,"18""",18.12.2019,Panasonic 3,"78,5 kWh",2170,NCA,10.10.2023,46 Months,103655 km,460 km,"66,9 kWh",348,"14,7%","0,32%","0,04%",0.8,0.5,Original,,"65,7 kWh","1,2",0.48,0.54,0.49,"-4,8% compared to average","0,0001%","5,00%","4,97%","9,97%"
10.10.2023 19:03:09,Standard Range 2023 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2023,China,"20""",29.12.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,10.10.2023,9 Months,14100 km,428 km,"59,1 kWh",52,"4,3%",,,0.9,0,Original,,,,0.1,0.09,0.14,"-2,0% compared to average",,"1,36%","0,92%","2,28%"
10.10.2023 20:54:40,Standard Range 2021 / RWD / WLTP 448km / E1LR,Model 3,Standard Range,2021,USA,"18""",27.03.2021,Panasonic 1L,"55,4 kWh",2170,NCA,09.10.2023,30 Months,49600 km,385 km,"49,3 kWh",217,"11,0%","0,36%","0,05%",0.5,0.25,Original,,,,0.32,0.31,0.37,"-2,0% compared to average","0,0002%","4,76%","4,26%","9,01%"
10.10.2023 21:49:33,Performance 2021 / AWD / WLTP 567km / E3LD,Model 3,Performance,2021,USA,"20""",30.09.2021,Panasonic 3L,"82,0 kWh",2170,NCA,10.10.2023,24 Months,17500 km,456 km,"72,3 kWh",62,"11,9%","0,49%",,,,,,,,0.25,0.09,0.4,"-6,7% compared to average",,"3,86%","1,27%","5,13%"
10.10.2023 22:05:14,Standard Range 2021 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2021,China,"18""",11.12.2021,CATL 6L,"61,7 kWh",Prismatic,LFP,07.10.2023,22 Months,54434 km,418 km,"57,7 kWh",203,"6,5%",,"0,03%",1,0.25,Original,,,,0.23,0.34,0.22,"0,2% compared to average","0,0001%","3,16%","3,56%","6,72%"
11.10.2023 07:51:33,Standard Range 2020 / RWD / WLTP 440km / E6R,Model 3,Standard Range,2020,China,"19""",16.12.2020,CATL 6C,"55,2 kWh",Prismatic,LFP,11.10.2023,34 Months,77400 km,384 km,"51,1 kWh",334,"7,5%","0,22%","0,02%",,,,,,,0.35,0.48,0.25,"1,4% compared to average","0,0001%","4,29%","4,56%","8,85%"
11.10.2023 16:00:06,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",01.06.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,11.10.2023,4 Months,10771 km,408 km,"58,1 kWh",42,"3,1%",,,,,,,,,0.05,0.07,0.1,,,#N/A,#N/A,
11.10.2023 16:51:12,Long Range 2019 / AWD / WLTP 560km / E3D,Model 3,Long Range,2019,USA,"19""",22.03.2019,Panasonic 3,"78,5 kWh",2170,NCA,12.08.2023,53 Months,39661 km,470 km,"71,7 kWh",132,"8,7%","0,16%","0,07%",0.6,0.75,Original,,"71,4 kWh","0,3",0.55,0.21,0.29,"-1,0% compared to average","0,0002%","5,76%","1,90%","7,66%"
11.10.2023 18:49:23,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"18""",11.02.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,11.10.2023,20 Months,35000 km,420 km,"58,0 kWh",130,"6,1%",,"0,05%",1,0.25,Original,,,,0.21,0.22,0.2,"-0,9% compared to average","0,0002%","2,89%","2,29%","5,18%"
11.10.2023 18:52:01,Long Range 2023 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2023,Germany,"19""",16.03.2023,LG Chem 5L,"79,5 kWh",2170,NMC,11.10.2023,7 Months,15650 km,530 km,"78,7 kWh",51,"1,0%",,,1,0.25,Original,,,,0.07,0.08,0.03,"0,7% compared to average",,"0,90%","0,80%","1,71%"
11.10.2023 19:54:17,Long Range 2022 / AWD / WLTP 604km / E5LD,Model 3,Long Range,2022,China,"18""",20.03.2022,LG Chem 5L,"79,5 kWh",2170,NMC,07.10.2023,19 Months,52543 km,549 km,"75,2 kWh",164,"5,4%",,"0,03%",0.9,0.75,Original,,"75,2 kWh","0,0",0.19,0.27,0.18,"-0,3% compared to average","0,0001%","2,44%","2,70%","5,14%"
12.10.2023 13:24:46,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",20.06.2021,Panasonic 3L,"82,0 kWh",2170,NCA,26.08.2023,26 Months,74450 km,550 km,"75,4 kWh",229,"8,1%","0,31%","0,04%",0.7,0.25,Original,,,,0.27,0.39,0.27,"1,5% compared to average","0,0001%","4,15%","5,41%","9,56%"
12.10.2023 17:48:54,Long Range 2022 / AWD / WLTP 602km / E5LD,Model 3,Long Range,2022,China,"18""",18.03.2022,LG Chem 5L,"79,5 kWh",2170,NMC,12.10.2023,19 Months,84403 km,537 km,"73,6 kWh",267,"7,5%",,"0,03%",0.8,0.5,Original,,"73,2 kWh","0,4",0.2,0.44,0.25,"-0,7% compared to average","0,0001%","2,47%","4,33%","6,80%"
12.10.2023 21:09:23,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"18""",24.02.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,11.10.2023,20 Months,12887 km,418 km,"57,7 kWh",48,"6,5%",,,,,,,,,0.2,0.08,0.22,"-2,8% compared to average",,"2,83%","0,84%","3,67%"
13.10.2023 13:20:32,Long Range 2022 / AWD / WLTP 602km / E5LD,Model 3,Long Range,2022,China,"18""",18.03.2022,LG Chem 5L,"79,5 kWh",2170,NMC,13.10.2023,19 Months,25740 km,557 km,"76,3 kWh",80,"4,0%",,,0.9,0.25,Original,,,,0.2,0.13,0.13,"-0,2% compared to average",,"2,47%","1,32%","3,80%"
13.10.2023 13:42:58,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",19.11.2022,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,13.10.2023,11 Months,16312 km,415 km,"59,1 kWh",62,"4,2%",,,,,,,,,0.11,0.1,0.14,,,#N/A,"1,11%",
14.10.2023 07:34:03,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",30.06.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,14.10.2023,4 Months,3339 km,410 km,"58,4 kWh",13,"2,6%",,,,,,,,,0.04,0.02,0.09,,,#N/A,#N/A,
14.10.2023 07:35:04,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",28.09.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,14.10.2023,1 Months,1435 km,418 km,"59,6 kWh",5,"0,0%",,,1,0.25,Original,,,,0.01,0.01,0,,,#N/A,#N/A,
14.10.2023 21:09:55,Long Range 2023 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2023,Germany,"19""",10.03.2023,LG Chem 5L,"79,5 kWh",2170,NMC,12.10.2023,7 Months,19794 km,521 km,"77,4 kWh",66,"2,7%",,,0.7,0.5,Original,,,,0.07,0.1,0.09,"-0,7% compared to average",,"0,93%","1,02%","1,95%"
15.10.2023 07:47:20,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"18""",08.09.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,15.10.2023,13 Months,39634 km,406 km,"56,0 kWh",150,"9,2%",,"0,06%",,,,,,,0.14,0.25,0.31,"-4,7% compared to average","0,0002%","1,91%","2,59%","4,51%"
15.10.2023 15:52:13,Long Range 2022 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2022,China,"19""",25.02.2022,LG Chem 5L,"79,5 kWh",2170,NMC,15.10.2023,20 Months,30947 km,516 km,"76,6 kWh",103,"3,6%",,"0,04%",,,,,,,0.2,0.16,0.12,"0,5% compared to average","0,0001%","2,57%","1,59%","4,16%"
15.10.2023 17:03:58,Long Range 2019 / RWD / WLTP 600km / E3R,Model 3,Long Range,2019,USA,"18""",23.05.2019,Panasonic 3,"78,5 kWh",2170,NCA,14.10.2023,53 Months,68917 km,504 km,"73,3 kWh",222,"6,6%","0,12%","0,03%",,,,,,,0.55,0.36,0.22,"2,5% compared to average","0,0001%","5,76%","3,31%","9,07%"
15.10.2023 19:17:31,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",25.08.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,15.10.2023,2 Months,4396 km,417 km,"59,4 kWh",17,"1,0%",,,,,,,,,0.02,0.03,0.03,,,#N/A,#N/A,
15.10.2023 20:22:11,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"18""",27.02.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,25.09.2023,19 Months,27000 km,418 km,"57,7 kWh",101,"6,5%",,,,,,,,,0.2,0.17,0.22,"-2,0% compared to average",,"2,74%","1,77%","4,50%"
15.10.2023 20:36:16,Performance 2022 / AWD / WLTP 514km / Y5LD,Model Y,Performance,2022,Germany,"21""",09.09.2022,LG Chem 5L,"79,5 kWh",2170,NMC,05.10.2023,13 Months,15887 km,469 km,"77,4 kWh",59,"2,7%",,,0.9,0.25,Original,,"77,2 kWh","0,2",0.13,0.08,0.09,"-0,2% compared to average",,"1,69%","0,81%","2,50%"
16.10.2023 11:31:16,Long Range 2019 / AWD / WLTP 560km / E3D,Model 3,Long Range,2019,USA,"18""",20.02.2019,Panasonic 3,"78,5 kWh",2170,NCA,16.10.2023,56 Months,82735 km,458 km,"69,8 kWh",280,"11,0%","0,20%","0,04%",0.9,0.25,Original,,"76,0 kWh","-6,2",0.58,0.43,0.37,"-1,0% compared to average","0,0001%","6,10%","3,97%","10,07%"
16.10.2023 12:20:14,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",26.05.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,16.10.2023,5 Months,11758 km,404 km,"57,6 kWh",46,"4,1%",,,,,,,,,0.05,0.07,0.14,,,#N/A,#N/A,
16.10.2023 16:03:37,Long Range 2019 / AWD / WLTP 560km / E3D,Model 3,Long Range,2019,USA,"18""",20.02.2019,Panasonic 3,"78,5 kWh",2170,NCA,16.10.2023,56 Months,82735 km,463 km,"70,6 kWh",278,"10,1%","0,18%","0,04%",0.9,0.25,Original,,"83,8 kWh","-13,2",0.58,0.43,0.34,"0,0% compared to average","0,0001%","6,10%","3,97%","10,07%"
